,MemberKey,ListingNumber,LoanNumber,CreditPullDate,ListingStartDate,ListingEndDate,ListingCreationDate,LoanOriginationDate,ListingStatus,ListingStatusDescription,VerificationStage,ListingRequestAmount,ListingAmountFunded,AmountRemaining,PercentFunded,PartialFundingIndicator,FundingThreshold,ProsperRating,EstimatedReturn,EstimatedLossRate,LenderYield,EffectiveYield,BorrowerRate,BorrowerAPR,ListingTerm,ListingMonthlyPayment,ScoreX,ScoreXChange,FICOScore,ProsperScore,ListingCategory,IncomeRange,IncomeRangeDescription,StatedMonthlyIncome,IncomeVerifiable,DTIwProsperLoan,EmploymentStatusDescription,Occupation,MonthsEmployed,BorrowerState,BorrowerCity,BorrowerMetropolitanArea,PriorProsperLoansActive,PriorProsperLoans,PriorProsperLoansPrincipalBorrowed,PriorProsperLoansPrincipalOutstanding,PriorProsperLoansBalanceOutstanding,PriorProsperLoansCyclesBilled,PriorProsperLoansOnTimePayments,PriorProsperLoansLateCycles,PriorProsperLoansLatePaymentsOneMonthPlus,MaxPriorProsperLoan,MinPriorProsperLoan,PriorProsperLoanEarliestPayOff,PriorProsperLoans31DPD,PriorProsperLoans61DPD,LenderIndicator,GroupIndicator,GroupName,ChannelCode,AmountParticipation,ALL001,ALL002,ALL003,ALL005,ALL006,ALL007,ALL010,ALL021,ALL022,ALL023,ALL024,ALL026,ALL051,ALL052,ALL062,ALL064,ALL067,ALL071,ALL081,ALL082,ALL090,ALL101,ALL102,ALL106,ALL108,ALL118,ALL124,ALL126,ALL127,ALL130,ALL134,ALL136,ALL141,ALL142,ALL144,ALL145,ALL146,ALL151,ALL155,ALL156,ALL201,ALL202,ALL207,ALL208,ALL301,ALL403,ALL501,ALL502,ALL503,ALL504,ALL505,ALL524,ALL601,ALL701,ALL702,ALL703,ALL720,ALL740,ALL780,ALL790,ALL801,ALL803,ALL804,ALL805,ALL806,ALL807,ALL901,ALL903,ALL904,ALL905,ALL906,BAC001,BAC002,BAC005,BAC007,BAC022,BAC026,BAC028,BAC031,BAC035,BAC042,BAC044,BAC045,BAC071,BAC081,BAC084,BAC159,BAC302,BAC303,BAC401,BAC403,BAC501,BAC502,BAC503,BAC550,BAC584,BAC589,BAC601,BAC751,BAC752,BAC804,BAC901,BAC908,BNK026,BRR026,FIL022,FIN601,HEQ001,ILN002,ILN007,ILN022,ILN023,ILN071,ILN075,ILN081,ILN101,ILN102,ILN112,ILN126,ILN127,ILN201,ILN301,ILN403,ILN502,ILN503,ILN601,ILN701,ILN702,ILN804,ILN901,ILN903,ILN908,ILN914,REF001,REP001,REP002,REP026,REP075,REP302,REP503,REP601,REP904,REP908,REV001,REV002,REV006,REV007,REV022,REV024,REV026,REV028,REV038,REV071,REV081,REV086,REV101,REV102,REV106,REV115,REV125,REV126,REV130,REV159,REV201,REV202,REV301,REV302,REV401,REV403,REV502,REV503,REV524,REV550,REV584,REV585,REV589,REV590,REV601,REV701,REV702,REV703,REV720,REV740,REV751,REV752,REV901,REV904,REV908,RTL001,RTL002,RTR001,RTR002,RTR005,RTR026,RTR159,RTR303,RTR401,RTR403,RTR501,RTR903,ALE001,ALE002,ALE005,ALE007,ALE022,ALE023,ALE026,ALE071,ALE074,ALE075,ALE076,ALE077,ALE078,ALE080,ALE081,ALE084,ALE403,ALE501,ALE502,ALE503,ALE601,ALE720,ALE724,ALE740,ALE801,ALE804,ALE901,ALE903,ALE904,ALE905,ALE906,ALE908,ALL074,ALL075,ALL076,ALL077,ALL078,ALL080,ALL084,ALL085,ALL086,ALL091,ALL092,ALL103,ALL104,ALL105,ALL107,ALL109,ALL110,ALL111,ALL112,ALL113,ALL114,ALL115,ALL116,ALL117,ALL119,ALL121,ALL122,ALL123,ALL125,ALL128,ALL129,ALL131,ALL143,ALL152,ALL153,ALL602,ALL724,ALL760,ALL907,AUT001,AUT071,AUT720,BAC023,BAC037,BAC074,BAC075,BAC076,BAC077,BAC078,BAC080,BAC801,BAC903,BAC904,BAC905,BAC906,BNK001,CAP026,CAP801,CRU001,FIL001,FIL023,FIN001,FIN026,FIN801,GBL007,ILN001,ILN005,ILN006,ILN026,ILN064,ILN067,ILN074,ILN076,ILN077,ILN078,ILN080,ILN084,ILN085,ILN086,ILN103,ILN104,ILN105,ILN106,ILN107,ILN108,ILN109,ILN110,ILN111,ILN113,ILN114,ILN115,ILN116,ILN117,ILN118,ILN119,ILN122,ILN124,ILN125,ILN128,ILN129,ILN130,ILN302,ILN501,ILN504,ILN703,ILN720,ILN724,ILN740,ILN801,ILN904,ILN905,ILN906,LFI801,REP005,REP071,REP074,REP076,REP077,REP078,REP080,REP081,REP084,REP501,REP901,REP903,REP905,REP906,REV005,REV023,REV044,REV064,REV067,REV074,REV075,REV076,REV077,REV078,REV080,REV084,REV085,REV103,REV104,REV105,REV107,REV108,REV109,REV110,REV111,REV112,REV113,REV114,REV116,REV117,REV118,REV119,REV122,REV124,REV127,REV128,REV129,REV404,REV501,REV504,REV724,REV903,REV905,REV906,RTI026,RTL005,RTL026,RTL071,RTL074,RTL075,RTL076,RTL077,RTL078,RTL080,RTL081,RTL084,RTL501,RTL502,RTL503,RTL901,RTL903,RTL904,RTL905,RTL906,RTL908,RTR007,RTR022,RTR023,RTR028,RTR031,RTR035,RTR044,RTR071,RTR074,RTR075,RTR076,RTR077,RTR078,RTR080,RTR081,RTR084,RTR584,RTR585,RTR589,RTR590,RTR601,RTR751,RTR752,RTR901,RTR904,RTR905,RTR906,RTR908,MonthlyDebt,CurrentDelinquencies,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,FirstRecordedCreditLine,CreditLinesLast7Years,InquiriesLast6Months,AmountDelinquent,CurrentCreditLines,OpenCreditLines,BankcardUtilization,TotalOpenRevolvingAccounts,InstallmentBalance,RealEstateBalance,RevolvingBalance,RealEstatePayment,RevolvingAvailablePercent,TotalInquiries,TotalTradeItems,SatisfactoryAccounts,NowDelinquentDerog,WasDelinquentDerog,OldestTradeOpenDate,DelinquenciesOver30Days,DelinquenciesOver60Days,DelinquenciesOver90Days,IsHomeowner,InvestmentTypeID,InvestmentTypeDescription,WholeLoanStartDate,WholeLoanEndDate,LastUpdatedDate
10,7D7A336587928453807E124,36992,,11:33.5,51:30.1,56:18.7,59:12.2,,5,Expired,,10000,0,10000,0,FALSE,1,,,,0.195,-0.185,0.2,0.20735,36,371.64,< 600,, < 600,,0,0,Not displayed,750,TRUE,1.42,Not available,Other,,,,(Not Implemented),0,0,,,,,,,,,,,,,1,TRUE,We do not accept new membership requests,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,2,12,1,,10/22/97 0:00,42,12,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
11,A12E3366435618469D6AC6F,36993,,04:02.8,51:46.5,56:17.6,12:20.4,,5,Expired,,3000,0,3000,0,FALSE,1,,,,0.285,-0.095,0.29,0.29776,36,125.72,< 600,, < 600,,0,0,Not displayed,6500,TRUE,0.32,Not available,Sales - Commission,,,,(Not Implemented),0,0,,,,,,,,,,,,,0,TRUE,We do not accept new membership requests,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949,1,8,0,,9/1/97 0:00,16,7,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
12,F31B3368928525658DFBC15,59031,,43:45.7,57:38.7,35:15.1,42:18.9,,4,Withdrawn,,1000,50,950,0.05,FALSE,1,,,,0.065,-0.315,0.07,0.12759,36,32.74,< 600,, < 600,,0,0,Not displayed,1333.3333,TRUE,0.32,Not available,Other,,VA,virginia beach,(Not Implemented),0,0,,,,,,,,,,,,,1,TRUE,BORROWERS - LARGEST GROUP,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,8,10,3,,8/25/01 0:00,11,3,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
13,7E3033690777617366081E0,42281,,16:46.2,33:41.7,34:45.9,33:41.7,,5,Expired,,3000,0,3000,0,FALSE,1,,,,0.135,-0.245,0.14,0.14709,36,102.53,< 600,, < 600,,0,0,Not displayed,2333.3333,TRUE,0.04,Not available,Skilled Labor,,NC,Durham,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,4,0,,12/29/98 0:00,12,4,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
14,9F833369653030081B69C45,42282,,19:55.5,36:01.0,36:19.5,36:00.9,,5,Expired,,3000,50,2950,0.0166,FALSE,1,,,,0.175,-0.205,0.18,0.18726,36,108.46,< 600,, < 600,,0,0,Not displayed,2083.3333,TRUE,0.24,Not available,Administrative Assistant,,TX,dallas,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,7,69,1,,5/22/90 0:00,16,5,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
15,70BB33689404636636C6CFA,42284,,32:38.8,39:11.5,44:12.9,39:11.5,,4,Withdrawn,,2500,0,2500,0,FALSE,1,,,,0.105,-0.275,0.11,0.11696,36,81.85,< 600,, < 600,,0,0,Not displayed,4416.6667,TRUE,0.06,Not available,Other,,,,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,10,10,0,,11/17/92 0:00,14,1,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
16,0B2833698955156368DF4FD,42285,,35:14.5,42:17.1,44:50.0,42:16.9,,5,Expired,,10000,50,9950,0.005,FALSE,1,,,,0.115,-0.265,0.12,0.127,36,332.14,< 600,, < 600,,0,0,Not displayed,3333.3333,TRUE,0.19,Not available,Other,,,,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,3,0,0,,6/20/89 0:00,11,4,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
17,B07233697611284765AB05F,42286,,43:18.1,47:21.5,23:34.2,47:21.3,,4,Withdrawn,,1900,0,1900,0,FALSE,1,,,,0.285,-0.095,0.29,0.30024,36,79.62,< 600,, < 600,,0,0,Not displayed,2600,TRUE,0.27,Not available,Teacher,,TX,Richardson,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855,4,1,0,,5/12/99 0:00,26,6,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
18,2D1933704839645840DAD76,54712,,19:59.4,27:23.1,30:29.0,20:49.9,,5,Expired,,5000,100.06,4899.94,0.02,FALSE,1,,,,0.205,-0.175,0.21,0.22744,36,190.95,< 600,, < 600,,0,0,Not displayed,1666.6667,TRUE,0.37,Not available,Skilled Labor,,AL,Fort Payne,(Not Implemented),0,0,,,,,,,,,,,,,0,TRUE,We do not accept new membership requests,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,10,20,3,,12/11/95 0:00,31,3,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
19,2D733371381764775C3749E,54713,,03:27.1,23:32.7,28:26.8,23:32.5,,5,Expired,,7500,0,7500,0,FALSE,1,,,,0.225,-0.155,0.23,0.23748,36,290.32,< 600,, < 600,,0,0,Not displayed,4503.0833,TRUE,0.22,Not available,Other,,MD,Rising Sun,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719,7,15,5,,10/10/96 0:00,11,5,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
20,1AF43370884501459BCFA40,54714,,22:45.1,27:47.4,30:05.1,27:47.2,,5,Expired,,4300,0,4300,0,FALSE,1,,,,0.045,-0.335,0.05,0.05672,36,128.87,< 600,, < 600,,0,0,Not displayed,5000,TRUE,0.1,Not available,Engineer - Mechanical,,PA,Cogan Station,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,5,29,0,,9/2/94 0:00,16,1,,,,,,,,,,,,,,,,,,,,TRUE,1,Fractional,,,20:34.3
21,AE4A3370856395346AF632A,54715,,25:48.2,29:05.2,38:18.7,34:16.0,,4,Withdrawn,,4000,50,3950,0.0125,FALSE,1,,,,0.155,-0.225,0.16,0.17722,36,142.61,< 600,, < 600,,0,0,Not displayed,2916.6667,TRUE,0.07,Not available,Truck Driver,,ME,Carmel,(Not Implemented),0,0,,,,,,,,,,,,,0,TRUE,We do not accept new membership requests,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,3,10,0,,8/3/93 0:00,18,2,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
22,5BFB33722600562616769E9,65069,,09:43.5,44:40.5,47:09.3,44:40.7,,5,Expired,,2550,50,2500,0.0196,FALSE,1,,,,0.285,-0.095,0.29,0.29776,36,106.86,< 600,, < 600,,0,0,Not displayed,0.0833,FALSE,0.21,Not available,Clerical,,,,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,8,17,0,,10/19/01 0:00,10,13,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
23,A1393374925895186B60F9A,73912,,43:42.5,14:44.5,40:38.9,35:21.8,,4,Withdrawn,,4500,0,4500,0,FALSE,1,,,,0.135,-0.245,0.14,0.15713,36,155.99,< 600,, < 600,,0,0,Not displayed,2083.3333,TRUE,0.23,Not available,Other,,NE,Sutherland,(Not Implemented),0,0,,,,,,,,,,,,,0,TRUE,Vets helping Vets,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,1,14,2,,2/7/94 0:00,29,4,,,,,,,,,,,,,,,,,,,,FALSE,1,Fractional,,,20:34.3
24,DE4C3376450313385FDB441,73913,,25:45.4,36:30.5,40:17.5,36:30.4,,5,Expired,,25000,3475,21525,0.139,FALSE,1,,,,0.095,-0.285,0.1,0.10692,36,806.68,< 600,, < 600,,0,0,Not displayed,41666.6667,TRUE,0.04,Not available,Attorney,,CA,Los Angeles,(Not Implemented),0,0,,,,,,,,,,,,,0,FALSE,,40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,1,0,0,,7/1/89 0:00,22,6,,,,,,,,,,,,,,,,,,,,TRUE,1,Fractional,,,20:34.3
